,../docs/aaac/problemE/Esample01.txt,Correct: AuthorE03
,../docs/aaac/problemE/Esample02.txt,Correct: AuthorE01
,../docs/aaac/problemE/Esample03.txt,Correct: NONE
,../docs/aaac/problemE/Esample04.txt,Correct: AuthorE02
AuthorE01,../docs/aaac/problemE/Etrain01-01.txt,
AuthorE01,../docs/aaac/problemE/Etrain01-02.txt,
AuthorE01,../docs/aaac/problemE/Etrain01-03.txt,
AuthorE01,../docs/aaac/problemE/Etrain01-04.txt,
AuthorE01,../docs/aaac/problemE/Etrain01-05.txt,
AuthorE02,../docs/aaac/problemE/Etrain02-01.txt,
AuthorE02,../docs/aaac/problemE/Etrain02-02.txt,
AuthorE02,../docs/aaac/problemE/Etrain02-03.txt,
AuthorE03,../docs/aaac/problemE/Etrain03-01.txt,
AuthorE03,../docs/aaac/problemE/Etrain03-02.txt,
AuthorE03,../docs/aaac/problemE/Etrain03-03.txt,
AuthorE03,../docs/aaac/problemE/Etrain03-04.txt,
